TESIS,TITULO,FECHA,RESUMEN,TIPO ARCHIVO,Idioma,TIPO TT,AUTOR1,AUTOR2,AUTOR3,AUTOR4,DIRECTOR1,DIRECTOR2,PALABRAS CLAVES 1,PALABRAS CLAVES 2,PALABRAS CLAVES 3,PALABRAS CLAVES 4,PALABRAS CLAVES 5,PALABRAS CLAVES 6,PALABRAS CLAVES 7,URL
Implantacion_de_un_modelo_de_captura_y_especificacion_de_requerimientos_de_software_que_integre_areas_funcionales_con_el_equipo_de_desarrollo_2012,Implantacion de un modelo de captura y especificacion de requerimientos de software que integre areas funcionales con el equipo de desarrollo,2012,"Este trabajo presenta una guia metodologica para la elaboracion de especificaciones funcionales de requerimientos de software, que sirva de apoyo a los usuarios y al personal encargado de elaborar los requerimientos de software. Se desea aportar con conocimientos que demuestran que es mas efectivo la elaboracion de requerimientos mediante una metodologia orientada a procesos que informalmente, donde los pasos son improvisados y dan como resultado, propuestas de requerimientos de alcances deficientes. El objetivo principal es contribuir con la sociedad en general con aspectos conceptuales asi como practicos de experiencias adquiridas con una guia para la elaboracion de requerimientos software para todo tipo de empresas y sobre todo promover el cambio de cultura en lo que respecta a la ingenieria de requerimientos. La tesis, presenta el analisis de algunas metodologias y a partir de las cuales se desarrolla una propuesta para que los responsables de la elaboracion de requerimientos de software, puedan elabow$rarlos eficientemente y con calidad.",PDF,es,Trabajo de Fin de Titulacion,Macias Acosta Ali Robert,NULL,NULL,NULL,Abad Espinoza Marco Patricio,NULL,Software,Analisis de informacion,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=34859.titn.
Propuesta_de_un_modelo_de_gestion_de_red_para_red_moviles_AD_HOC_2012,Propuesta de un modelo de gestion de red para red moviles AD HOC,2012,"El presente trabajo presenta un modelo de Gestion de Redes Moviles Ad Hoc (RFC250) llamadas tambien MANET (Mobile Ad Hoc Networks), especialmente cuando es necesario administrarlas. Existe un gran interes hacia la red inalambrica y en particular de redes ad hoc. En las redes ad hoc, los nodos moviles se mueven al azar y se organizan de manera arbitraria, por lo tanto, la topologia de la red inalambrica puede cambiar rapidamente yde forma impredecible.En las redes inalambricas convencionales se requiere algun tipo de infraestructura dered fija y administracion centralizada para su funcionamiento. A diferencia, de estas las MANET son auto-creadas, los nodos individuales son responsables de descubrir otros nodos para comunicarse. Esta forma de creacion dinamica de red a menudo requiere una capacidad igualmente dinamica para gestionar la red y los servicios de apoyo de acuerdo a las metas de gestion de alto nivel, teniendo tambien en cuenta las condiciones del entorno.Cuando son utilizadas en aplicaciones cozmo de salvamento y rescate, operaciones militares, y, analisis de datos en grids es importante constantemente determinar el estado de los nodos para gestionar la capacidad de cada uno de ellos.En esta tesis, se realiza un estudio que investiga el funcionamiento de los modelos degestion de redes : OSI, SNMP, RMON, TMN, y WBEM, sus caracteristicas,componentes y arquitectura, se plantean las ventajas y desventajas entre estosesquemas centralizados como lo hacen las redes actuales, entre otras de suscaracteristicas. Los desafios tecnicos y funcionales que deben afrontar estas redesson aun numerosos y muy exigentes.Al final de este proyecto se propone un modelo de gestion de red Ad Hoc que alimplantarlo nos serviria de mucho para poder administra la red y controlar los nodos.",PDF,es,Trabajo de Fin de Titulacion,Morocho Sinche Lourdes Isabel,NULL,NULL,NULL,Torres Tandazo Romel Vinicio,NULL,Redes moviles AD HOC,MANET,Redinalambricas,Red Ad Hoc,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=57091.titn.
Implementar_un_modulo_para_el_manejo_y_control_de_procesos_del_area_de_educacion_continua_de_la_UTPL_2012,Implementar un modulo para el manejo y control de procesos del area de educacion continua de la UTPL,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Verdezoto Celi Julian Enrique,Carrion Encalada Cristhian Geovanny,NULL,NULL,Cabrera Silva Armando Augusto,NULL,UTPL,Metodologia de la programacion,Control de procesos,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=35404.titn.
Implantacion_de_un_modulo_del_sistema_de_gestion_academica_de_los_procesos_que_se_llevan_a_cabo_en_el_area_graduaciones_de_la_escuela_Ciencias_juridicas_2012,Implantacion de un modulo del sistema de gestion academica de los procesos que se llevan a cabo en el area graduaciones de la escuela Ciencias juridicas,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Calderon Bustamante Jorge Stalin,Chamba Vega Leonardo Oswaldo,NULL,NULL,Riofrio Calderon Guido Eduardo,NULL,Modulos,Ciencias juridicas,Programacion,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=34864.titn.
Implantacion_del_portal_educativo_para_la_Universidad_Tecnica_Particular_de_Loja_2012,Implantacion del portal educativo para la Universidad Tecnica Particular de Loja,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Palacios Montalvan Ketty Delfina,NULL,NULL,NULL,Jaramillo Pacheco Jorge Luis,NULL,Web,Servidores,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=35268.titn.
Ingenieria_social_y_sus_niveles_de_incidencias_en_la_UTPL_2012,Ingenieria social y sus niveles de incidencias en la UTPL,2012,"La presente investigacion se realizo un estudio sobre la Ingenieria Social y los Niveles de Incidencia en la UTPL, indicando que a pesar de contar con infraestructura tecnologica de seguridad existen una infinidad de metodos y tecnicas que permitan a un atacante obtener informacion confidencial sin necesidad de utilizar tecnologia muy sofisticada, una de estas tecnicas es la Ingenieria Social. Este tipo de tecnica pretende engañar a los usuarios con el fin de obtener informacion confidencial, a traves de la manipulacion psicologica y habilidades sociales. La Ingenieria Social puede ser utilizada por personas males intencionados para llegar a obtener informacion, privilegios, accesos a sistemas y realizar algun tipo acto que perjudique o ponga en riesgo a una organizacion o sistema. Por lo antes mencionado, se ha realizado un analisis de las tecnicas por medio de encuestas a los miembros de la Universidad para conocer los riesgos que se tienen al ser victimas de esta y cuales serian las posibles defensas contrza la Ingenieria Social dentro de la UTPL. En las recomendaciones se han tomado en cuenta aspectos importantes para considerarse en establecimiento de politicas de proteccion al usuario, capacitaciones al usuario y establecimiento de normativas de seguridad.",PDF,es,Trabajo de Fin de Titulacion,Espinosa Armijos Andrea Susana,NULL,NULL,NULL,Pineda Arevalo Julia Alexandra,NULL,Ingenieria social,Funciones discretas,Seguridad informatica,Pirata informatico,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=36329.titn.
Implementacion_de_una_herramienta_SIM_Security_Information_Management_en_la_red_de_la_UTPL_2012,Implementacion de una herramienta SIM Security Information Management en la red de la UTPL,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Pineda Arevalo Julia Alexandra,Sinche Perez Marco Xavier,NULL,NULL,Espinoza Velez Maria Paula,NULL,Seguridad en computadores,Software,Redes,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=35192.titn.
Implantacion_del_sistema_operativo_Linux_como_plataforma_de_software_en_la_UTPL_2012,Implantacion del sistema operativo Linux como plataforma de software en la UTPL,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Coronel Gomez Gina Margarita,Ordoñez Ordoñez Pablo Fernando,NULL,NULL,Cueva Carrion Samanta Patricia,NULL,UTPL,Linux,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=35381.titn.
Implementacion_de_un_buscador_semantico_utilizando_KIM_GATE_y_FREELING_para_la_recuperacion_de_objetos_de_aprendizaje_OA_del_DspaceUTPL_2012,Implementacion de un buscador semantico utilizando KIM GATE y FREELING para la recuperacion de objetos de aprendizaje OA del DspaceUTPL,2012,"El presente trabajo inicia con la revision de Recuperacion de Informacion, Procesamiento de Lenguaje Natural y Extraccion de Informacion conceptos basicos de un buscador, de ellos se estudia principalmente su definicion y modelos. Tambien se presenta una clasificacion de los buscadores, se revisa la Web Semantica con sus componentes y se hace el analisis de algunos buscadores semanticos que actualmente son reconocidos por la comunidad de Internet. En el capitulo dos se realiza un analisis comparativo de herramientas especializadas en resolver las tareas basicas de un buscador, se dio preferencia a herramientas de caracter open source y compatibles con la tecnologia java. Las tematicas tratadas en esta seccion tienen la particularidad de contar con sus propios congresos y eventos cientificos, esto dio la pauta de probar las herramientas con los datos de prueba de los mencionados eventos, y asi someter a las herramientas a problemas reales.",PDF,es,Trabajo de Fin de Titulacion,Suarez Sanchez Santiago Fernando,NULL,NULL,NULL,Chicaiza Espinosa Janneth Alexandra,NULL,Recuperacion de informacion,Dspace UTPL,Buscador semantico,Objetos de aprendizaje,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=35388.titn.
Implementacion_de_un_software_web_que_realice_el_calculo_del_pasaporte_de_coladura_aplicable_a_la_explotacion_de_yacimientos_minerales_a_cielo_abierto_de_la_escuela_de_Geologia_y_Minas_de_la_UTPL_2012,Implementacion de un software web que realice el calculo del pasaporte de coladura aplicable a la explotacion de yacimientos minerales a cielo abierto de la escuela de Geologia y Minas de la UTPL,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Cueva Bravo Fredy Mauricio,Leiva Alvarado Jenny Maritza,NULL,NULL,Lopez Vargas Jorge Afranio,NULL,Sotfware Web,Jacimeinto minerales,Escuela de minas,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=35176.titn.
Implementacion_de_un_stand_experimental_para_la_determinacion_de_perdidas_de_caudal_en_tuberias_de_agua_utlizando_tecnologia_de_adquisicion_de_datos_2012,Implementacion de un stand experimental para la determinacion de perdidas de caudal en tuberias de agua utlizando tecnologia de adquisicion de datos,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Sanchez Puertas Felipe Eduardo,NULL,NULL,NULL,Jaramillo Pacheco Jorge Luis,NULL,Tuberias,Caudales,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=35177.titn.
Intranet_basada_en_tecnologIa_web_para_la_Universidad_Tecnica_Particular_de_Loja_2012,Intranet basada en tecnologIa web para la Universidad Tecnica Particular de Loja,2012,"Este proyecto ayudara a la UTPL especialmente a los CITTES con elfin de obtener mayor eficacia organizacional a traves de comunicaciones mas efectivas, mayor disponibilidad y facilidad de actualizacion en la informacion eliminando la duplicidad de informaciOn de cada departamento, optima colaboraciOn interdepartamental, seguridad, optimizaciOn de recursos materiales, econOmicos y de tiempo, y por ende incrementar su nivel competitivo.",PDF,es,Trabajo de Fin de Titulacion,Abad Ayavaca Ana Lucia,Arias Tapia Susana Alexandra,Solano Jimenez Karina del Cisne,NULL,Loja Mora Fausto Juvenal,NULL,UTPL,Web,Intranet,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=37976.titn.
Metodologia_y_herramienta_que_permita_implementar_la_modalidad_de_prepago_en_UTPLNET_2012,Metodologia y herramienta que permita implementar la modalidad de prepago en UTPLNET,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Ajila Zaquinaula Freddy Patricio,Encarnacion Vivanco Sixto Efrain,NULL,NULL,Espinoza Velez Maria Paula,NULL,UTPL,Diseño de sistemas,Cliente Servidor,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=49896.titn.
Metodologia_para_implementacion_de_cursos_virtuales_con_herramientas_Web_20_2012,Metodologia para implementacion de cursos virtuales con herramientas Web 20,2012,"Como es de vuestro conocimiento, la Universidad Tecnica Particular de Loja en sus dos modalidades de estudio, esta realizando cambios en el tipo de enseñanza y aprendizaje. Uno de estos cambios esta enfocado en orientar y organizar la docencia hacia el aprendizaje electronico (e-learning), por su potencial para la construccion colaborativa del conocimiento. Actualmente, la UTPL utiliza el Entorno Virtual de Aprendizaje (EVA) que permite la interaccion entre docentes y profesionales en formacion, que facilita el proceso de enseñanza-aprendizaje; pero, existe la necesidad de proveer al estudiante de nuevas herramientas, acorde con los avances tecnologicos para su formacion, y es aqui, donde surge la idea de utilizar Herramientas y Recursos Web 2.0 para impartir conocimiento y proporcionar otro mecanismo de enseñanza-aprendizaje a la Modalidad de estudios Virtual de la universidad. En los ultimos años se ha estudiado el concepto de Web 2.0, cuya principal caracteristica podria ser la sustitucion del concepto de Web de lectura, por el de lectura-escritura. Multitud de herramientas estan ayudando a que, los procesos productivos de informacion que se desarrollan en torno a la Red, se puedan poner en marcha sin casi ningun tipo de conocimiento tecnico, y sin un excesivo gasto de tiempo. Por ello, poner en marcha actos educativos en torno a Internet (Web educativa 2.0), resulta hoy en dia una tarea mucho mas facil desde el punto de vista de los recursos logicos necesarios, con lo que podemos hacer prevalecer nuestro perfil docente sobre roles mas cercanos al mundo de la Informatica. Surge asi la necesidad de implementar una Metodologia para el desarrollo de Cursos Virtuales utilizando Herramientas Web 2.0, en la modalidad Abierta y a Distancia, con el fin de investigar y analizar los resultados de aplicar estas nuevas herramientas en el desarrollo de Cursos on-line, a fin de lograr otro elemento para expandir los conocimientos que se imparten en la UTPL.",PDF,es,Trabajo de Fin de Titulacion,Castillo Torres Mauricio Xavier,NULL,NULL,NULL,Torres Diaz Juan Carlos,NULL,Cursos virtuales,Educacion virtual,Ingeniero en informatica,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=49876.titn.
Mineria_de_uso_web_aplicada_a_los_archivos_logs_del_servidor_Proxy_de_la_UTPL_para_obtener_patrones_de_uso_generales_y_especificos_2012,Mineria de uso web aplicada a los archivos logs del servidor Proxy de la UTPL para obtener patrones de uso generales y especificos,2012,"En el presente estudio se explora y analiza los archivos logs del servidor proxy de la UTPL para encontrar patrones ocultos y registrar la actividad de los usuarios que navegan por internet en el campus universitario. Para tal objetivo se aplica la Mineria de Datos que es la tecnologia que nos permite descubrir conocimiento oculto en cualquier repositorio de datos indistinto del tipo que estos sean. La Mineria Web se basa en el mismo concepto que la Mineria de Datos, con la gran diferencia que se aplica a datos recolectados desde la web; para tal fin, se divide en tres areas de estudio Mineria aplicada al Contenido, Estructura y Uso de la Web. Especificamente la Mineria de Uso Web (WUM) permite encontrar patrones utiles de accesos realizados tanto a un sitio web como a servicios abiertos, tal es el caso del servidor proxy de la UTPL, que sirvio como objeto de estudio para el presente trabajo investigativo.",PDF,es,Trabajo de Fin de Titulacion,Figueroa Diaz Roberth Gustavo,NULL,NULL,NULL,Chicaiza Espinosa Janneth Alexandra,NULL,Servidor proxy,Mineria de datos,Web,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=50295.titn.
